<<<<<<< HEAD
Material ID,material type,company name,location,type of cement,distance,geolocation,market cost,quantity,petrol price,quality,excise duty cost,season of purchase,cost
8626,cement,RAMCO,Jaipur,White Cement,170,"[27.0, 76.0]",129,10,105,43,154.79999999999998,Rainy,10714.599999999999
3979,cement,ORIENT,Jaipur,Expansive Cement,170,"[27.0, 76.0]",106,30,105,33,381.59999999999997,Winter,13058.2
8482,cement,AMBUJA,Bhopal,Sulfates Resisting Cement,100,"[23.25469, 77.40289]",123,30,96,53,442.8,Summer,9495.599999999999
6723,cement,AMBUJA,Vishakapatnam,Low Heat Cement,95,"[17.68009, 83.20161]",112,30,110,33,403.2,Summer,9506.400000000001
4081,cement,RAMCO,Guwahati,High Alumina Cement,210,"[26.148043, 91.731377]",138,40,97,43,662.4,Rainy,17259.800000000003
2185,cement,ORIENT,Vishakapatnam,Hydrophobic Cement,95,"[17.68009, 83.20161]",130,10,110,33,156.0,Rainy,6952.0
6761,cement,ORIENT,Guwahati,High Alumina Cement,210,"[26.148043, 91.731377]",134,20,97,53,321.59999999999997,Winter,13738.2
3962,cement,JAYPEE,Vishakapatnam,Low Heat Cement,95,"[17.68009, 83.20161]",119,20,110,33,285.59999999999997,Winter,8291.2
6575,cement,INDIA,Bhopal,Expansive Cement,100,"[23.25469, 77.40289]",129,30,96,33,464.4,Summer,9718.8
1698,cement,ACC,Bhopal,Colored Cement,100,"[23.25469, 77.40289]",103,30,96,33,370.8,Summer,8751.599999999999
5511,cement,ACC,Guwahati,Colored Cement,210,"[26.148043, 91.731377]",129,20,97,53,309.59999999999997,Summer,13614.2
1044,cement,ACC,Vishakapatnam,Low Heat Cement,95,"[17.68009, 83.20161]",145,30,110,53,522.0,Winter,10734.0
3236,cement,ORIENT,Delhi,Air Entraining Cement,200,"[28.7040592, 77.1024902]",117,30,95,33,421.2,Rainy,14072.400000000001
7377,cement,ORIENT,Jamshedpur,Colored Cement,79,"[22.80278, 86.18545]",119,20,97,53,285.59999999999997,Rainy,6881.700000000001
7036,cement,ACC,Bhopal,Expansive Cement,100,"[23.25469, 77.40289]",142,10,96,53,170.4,Rainy,6680.799999999999
8817,cement,JAYPEE,Guwahati,Low Heat Cement,210,"[26.148043, 91.731377]",139,40,97,33,667.1999999999999,Rainy,17309.4
3532,cement,JAYPEE,Bhilai,Hydrophobic Cement,30,"[21.20919, 81.4285]",119,40,102,33,571.1999999999999,Winter,7482.4
5653,cement,ORIENT,Guwahati,White Cement,210,"[26.148043, 91.731377]",120,10,97,53,144.0,Summer,11903.0
2173,cement,ULTRATECH,Jamshedpur,Sulfates Resisting Cement,79,"[22.80278, 86.18545]",133,40,97,43,638.4,Winter,10527.3
8461,cement,JAYPEE,Bhilai,Colored Cement,30,"[21.20919, 81.4285]",145,20,102,53,348.0,Rainy,5176.0
2925,cement,INDIA,Delhi,Expansive Cement,200,"[28.7040592, 77.1024902]",133,20,95,33,319.2,Winter,13018.400000000001
9610,cement,ULTRATECH,Vishakapatnam,Low Heat Cement,95,"[17.68009, 83.20161]",122,10,110,43,146.4,Summer,6852.799999999999
9444,cement,ULTRATECH,Guwahati,High Alumina Cement,210,"[26.148043, 91.731377]",114,40,97,43,547.1999999999999,Rainy,16069.400000000001
9403,cement,AMBUJA,Jaipur,Blast Furnace Slag Cement,170,"[27.0, 76.0]",133,20,105,53,319.2,Winter,12413.400000000001
3365,cement,INDIA,Guwahati,Sulfates Resisting Cement,210,"[26.148043, 91.731377]",150,10,97,43,180.0,Winter,12275.0
4995,cement,JAYPEE,Bhopal,High Alumina Cement,100,"[23.25469, 77.40289]",126,40,96,43,604.8,Winter,11169.599999999999
7672,cement,ORIENT,Guwahati,Air Entraining Cement,210,"[26.148043, 91.731377]",126,40,97,43,604.8,Winter,16664.6
9658,cement,ACC,Vishakapatnam,Expansive Cement,95,"[17.68009, 83.20161]",108,10,110,43,129.6,Rainy,6679.200000000001
7804,cement,INDIA,Guwahati,Colored Cement,210,"[26.148043, 91.731377]",141,30,97,43,507.59999999999997,Rainy,15660.2
7299,cement,RAMCO,Guwahati,Expansive Cement,210,"[26.148043, 91.731377]",148,40,97,53,710.4,Winter,17755.800000000003
9979,cement,ULTRATECH,Jaipur,Air Entraining Cement,170,"[27.0, 76.0]",146,20,105,43,350.4,Summer,12735.8
7658,cement,AMBUJA,Bhilai,Air Entraining Cement,30,"[21.20919, 81.4285]",120,30,102,53,432.0,Rainy,6044.0
7485,cement,ACC,Bhopal,Air Entraining Cement,100,"[23.25469, 77.40289]",105,40,96,43,504.0,Winter,10128.0
9207,cement,ACC,Vishakapatnam,Colored Cement,95,"[17.68009, 83.20161]",135,10,110,43,162.0,Summer,7014.0
7340,cement,RAMCO,Bhopal,Air Entraining Cement,100,"[23.25469, 77.40289]",128,40,96,33,614.4,Rainy,11268.8
7175,cement,ULTRATECH,Guwahati,Expansive Cement,210,"[26.148043, 91.731377]",112,20,97,43,268.8,Summer,13192.599999999999
3079,cement,ORIENT,Bhopal,Expansive Cement,100,"[23.25469, 77.40289]",129,30,96,53,464.4,Rainy,9718.8
7357,cement,JAYPEE,Vishakapatnam,Hydrophobic Cement,95,"[17.68009, 83.20161]",109,20,110,43,261.59999999999997,Summer,8043.200000000001
2948,cement,ORIENT,Guwahati,Low Heat Cement,210,"[26.148043, 91.731377]",142,20,97,43,340.8,Summer,13936.599999999999
3567,cement,ULTRATECH,Guwahati,Blast Furnace Slag Cement,210,"[26.148043, 91.731377]",147,40,97,33,705.6,Rainy,17706.199999999997
1612,cement,ACC,Bhilai,High Alumina Cement,30,"[21.20919, 81.4285]",139,40,102,43,667.1999999999999,Winter,8474.4
5944,cement,AMBUJA,Bhilai,Blast Furnace Slag Cement,30,"[21.20919, 81.4285]",137,10,102,33,164.4,Summer,3278.8
5392,cement,AMBUJA,Vishakapatnam,High Alumina Cement,95,"[17.68009, 83.20161]",102,20,110,43,244.79999999999998,Summer,7869.6
9850,cement,JAYPEE,Guwahati,Sulfates Resisting Cement,210,"[26.148043, 91.731377]",139,30,97,53,500.4,Summer,15585.8
2745,cement,AMBUJA,Jamshedpur,Expansive Cement,79,"[22.80278, 86.18545]",126,40,97,53,604.8,Summer,10180.099999999999
7367,cement,ACC,Delhi,White Cement,200,"[28.7040592, 77.1024902]",107,20,95,33,256.8,Summer,12373.599999999999
8877,cement,ACC,Delhi,Expansive Cement,200,"[28.7040592, 77.1024902]",126,20,95,33,302.4,Winter,12844.8
8896,cement,ORIENT,Guwahati,Hydrophobic Cement,210,"[26.148043, 91.731377]",131,30,97,53,471.59999999999997,Rainy,15288.2
2354,cement,AMBUJA,Bhopal,Sulfates Resisting Cement,100,"[23.25469, 77.40289]",110,10,96,33,132.0,Summer,6284.0
8749,cement,ORIENT,Bhilai,Sulfates Resisting Cement,30,"[21.20919, 81.4285]",129,10,102,53,154.79999999999998,Summer,3179.6000000000004
5007,cement,ORIENT,Delhi,White Cement,200,"[28.7040592, 77.1024902]",131,20,95,43,314.4,Winter,12968.8
8361,cement,AMBUJA,Vishakapatnam,Blast Furnace Slag Cement,95,"[17.68009, 83.20161]",112,40,110,53,537.6,Summer,10895.2
1676,cement,INDIA,Guwahati,Air Entraining Cement,210,"[26.148043, 91.731377]",137,40,97,43,657.6,Winter,17210.199999999997
5504,cement,ULTRATECH,Bhilai,Air Entraining Cement,30,"[21.20919, 81.4285]",130,40,102,53,624.0,Winter,8028.0
7074,cement,AMBUJA,Vishakapatnam,Colored Cement,95,"[17.68009, 83.20161]",110,20,110,43,264.0,Summer,8068.0
2499,cement,ORIENT,Vishakapatnam,White Cement,95,"[17.68009, 83.20161]",116,20,110,43,278.4,Rainy,8216.8
5763,cement,ULTRATECH,Delhi,Expansive Cement,200,"[28.7040592, 77.1024902]",143,30,95,53,514.8,Summer,15039.599999999999
6857,cement,INDIA,Bhopal,Sulfates Resisting Cement,100,"[23.25469, 77.40289]",111,30,96,43,399.59999999999997,Winter,9049.2
4906,cement,ULTRATECH,Jaipur,Hydrophobic Cement,170,"[27.0, 76.0]",113,10,105,43,135.6,Winter,10516.2
8029,cement,JAYPEE,Delhi,Hydrophobic Cement,200,"[28.7040592, 77.1024902]",119,30,95,43,428.4,Winter,14146.8
8924,cement,ULTRATECH,Jaipur,Blast Furnace Slag Cement,170,"[27.0, 76.0]",108,20,105,53,259.2,Winter,11793.400000000001
6410,cement,INDIA,Jaipur,Air Entraining Cement,170,"[27.0, 76.0]",106,40,105,43,508.79999999999995,Summer,14372.599999999999
6908,cement,ORIENT,Vishakapatnam,Sulfates Resisting Cement,95,"[17.68009, 83.20161]",127,40,110,43,609.6,Winter,11639.2
7248,cement,INDIA,Bhopal,Hydrophobic Cement,100,"[23.25469, 77.40289]",148,10,96,53,177.6,Summer,6755.200000000001
4721,cement,JAYPEE,Delhi,Air Entraining Cement,200,"[28.7040592, 77.1024902]",116,10,95,33,139.2,Winter,11158.400000000001
2647,cement,ACC,Jamshedpur,Low Heat Cement,79,"[22.80278, 86.18545]",108,20,97,33,259.2,Rainy,6608.9
9059,cement,JAYPEE,Bhilai,Air Entraining Cement,30,"[21.20919, 81.4285]",144,40,102,53,691.1999999999999,Summer,8722.4
6247,cement,AMBUJA,Delhi,Hydrophobic Cement,200,"[28.7040592, 77.1024902]",142,40,95,43,681.6,Rainy,16763.2
2486,cement,AMBUJA,Delhi,Air Entraining Cement,200,"[28.7040592, 77.1024902]",128,40,95,43,614.4,Summer,16068.8
6216,cement,ULTRATECH,Bhilai,Hydrophobic Cement,30,"[21.20919, 81.4285]",128,30,102,53,460.79999999999995,Summer,6341.6
4325,cement,INDIA,Bhilai,Blast Furnace Slag Cement,30,"[21.20919, 81.4285]",106,40,102,53,508.79999999999995,Rainy,6837.6
5311,cement,ORIENT,Bhilai,Colored Cement,30,"[21.20919, 81.4285]",118,30,102,53,424.8,Summer,5969.6
4290,cement,JAYPEE,Bhopal,Colored Cement,100,"[23.25469, 77.40289]",142,20,96,33,340.8,Winter,8441.6
4934,cement,ACC,Guwahati,Colored Cement,210,"[26.148043, 91.731377]",111,30,97,43,399.59999999999997,Rainy,14544.2
2261,cement,ULTRATECH,Bhopal,Air Entraining Cement,100,"[23.25469, 77.40289]",130,20,96,43,312.0,Rainy,8144.0
9193,cement,ACC,Bhilai,Sulfates Resisting Cement,30,"[21.20919, 81.4285]",131,10,102,43,157.2,Rainy,3204.3999999999996
2247,cement,RAMCO,Guwahati,Expansive Cement,210,"[26.148043, 91.731377]",111,10,97,43,133.2,Winter,11791.400000000001
1469,cement,AMBUJA,Guwahati,Sulfates Resisting Cement,210,"[26.148043, 91.731377]",135,20,97,53,324.0,Summer,13763.0
3381,cement,RAMCO,Vishakapatnam,Hydrophobic Cement,95,"[17.68009, 83.20161]",124,40,110,43,595.1999999999999,Rainy,11490.400000000001
5982,cement,RAMCO,Bhopal,Sulfates Resisting Cement,100,"[23.25469, 77.40289]",147,10,96,43,176.4,Winter,6742.799999999999
4255,cement,JAYPEE,Jaipur,Low Heat Cement,170,"[27.0, 76.0]",115,10,105,53,138.0,Summer,10541.0
4897,cement,INDIA,Jamshedpur,Sulfates Resisting Cement,79,"[22.80278, 86.18545]",118,40,97,43,566.4,Summer,9783.3
8203,cement,ACC,Delhi,White Cement,200,"[28.7040592, 77.1024902]",132,20,95,53,316.8,Summer,12993.599999999999
6725,cement,ULTRATECH,Bhilai,Sulfates Resisting Cement,30,"[21.20919, 81.4285]",129,10,102,33,154.79999999999998,Summer,3179.6000000000004
9605,cement,INDIA,Bhilai,Colored Cement,30,"[21.20919, 81.4285]",146,40,102,53,700.8,Summer,8821.6
6097,cement,INDIA,Bhilai,Hydrophobic Cement,30,"[21.20919, 81.4285]",118,40,102,33,566.4,Winter,7432.799999999999
1337,cement,INDIA,Delhi,Colored Cement,200,"[28.7040592, 77.1024902]",105,40,95,53,504.0,Winter,14928.0
4771,cement,RAMCO,Vishakapatnam,Colored Cement,95,"[17.68009, 83.20161]",111,20,110,43,266.4,Winter,8092.799999999999
3466,cement,RAMCO,Jamshedpur,Air Entraining Cement,79,"[22.80278, 86.18545]",121,20,97,53,290.4,Summer,6931.299999999999
8977,cement,INDIA,Bhopal,Hydrophobic Cement,100,"[23.25469, 77.40289]",106,20,96,53,254.39999999999998,Rainy,7548.799999999999
9072,cement,RAMCO,Bhopal,Sulfates Resisting Cement,100,"[23.25469, 77.40289]",131,20,96,43,314.4,Rainy,8168.799999999999
5474,cement,ACC,Bhilai,Air Entraining Cement,30,"[21.20919, 81.4285]",148,10,102,43,177.6,Rainy,3415.2
7630,cement,AMBUJA,Bhopal,Hydrophobic Cement,100,"[23.25469, 77.40289]",130,40,96,53,624.0,Rainy,11368.0
2365,cement,AMBUJA,Vishakapatnam,Hydrophobic Cement,95,"[17.68009, 83.20161]",142,30,110,53,511.2,Summer,10622.400000000001
8404,cement,ORIENT,Bhilai,Hydrophobic Cement,30,"[21.20919, 81.4285]",103,30,102,53,370.8,Winter,5411.6
6522,cement,ORIENT,Delhi,Colored Cement,200,"[28.7040592, 77.1024902]",120,40,95,33,576.0,Rainy,15672.0
7869,cement,AMBUJA,Bhilai,Colored Cement,30,"[21.20919, 81.4285]",146,10,102,33,175.2,Rainy,3390.3999999999996
1562,cement,JAYPEE,Bhopal,Hydrophobic Cement,100,"[23.25469, 77.40289]",125,20,96,33,300.0,Winter,8020.0
2538,cement,RAMCO,Vishakapatnam,Expansive Cement,95,"[17.68009, 83.20161]",129,10,110,33,154.79999999999998,Rainy,6939.6
4905,cement,JAYPEE,Bhilai,Low Heat Cement,30,"[21.20919, 81.4285]",100,40,102,53,480.0,Summer,6540.0
7401,cement,RAMCO,Jamshedpur,Expansive Cement,79,"[22.80278, 86.18545]",100,20,97,33,240.0,Rainy,6410.5
4192,cement,ORIENT,Jamshedpur,Hydrophobic Cement,79,"[22.80278, 86.18545]",123,20,97,53,295.2,Rainy,6980.9
8503,cement,ULTRATECH,Jaipur,Low Heat Cement,170,"[27.0, 76.0]",122,40,105,33,585.6,Rainy,15166.2
2268,cement,ACC,Guwahati,Colored Cement,210,"[26.148043, 91.731377]",105,10,97,33,126.0,Rainy,11717.0
1249,cement,ACC,Bhopal,High Alumina Cement,100,"[23.25469, 77.40289]",123,20,96,43,295.2,Summer,7970.4
3096,cement,ORIENT,Bhopal,Air Entraining Cement,100,"[23.25469, 77.40289]",131,40,96,43,628.8,Rainy,11417.599999999999
2066,cement,RAMCO,Bhilai,Low Heat Cement,30,"[21.20919, 81.4285]",100,10,102,53,120.0,Summer,2820.0
1606,cement,ORIENT,Guwahati,Low Heat Cement,210,"[26.148043, 91.731377]",134,10,97,43,160.79999999999998,Rainy,12076.599999999999
8145,cement,ORIENT,Vishakapatnam,Air Entraining Cement,95,"[17.68009, 83.20161]",142,30,110,33,511.2,Rainy,10622.400000000001
